courseId,name,class,lecturer,room,day,startSlot,endSlot,startTime,endTime,durationSlots,roomType,capacityNeed
MG1BK02,Berpikir Kreatif Sistemik,MG-1B,Roostikasari Nugraheni  S.Hum.  M.Med.Kom.,G3.R4,Mon,0,4,07:30,10:50,4,theory,30
FE1BS13,Manajemen Pemasaran,AK-3B,Alfina  S.M.  M.M.,G4.R2,Wed,4,10,10:50,15:50,6,theory,30
MG1P353,Manajemen Ritel,MG-A,Aditya Narendra Wardhana  S.T.  M.SM.,C102,Fri,0,6,07:30,12:30,6,theory,30
FE1MB03,Matematika Bisnis,AK-1B,Aditya Narendra Wardhana  S.T.  M.SM.,G3.R1,Wed,8,14,14:10,19:10,6,theory,30
MG1PO13,Perilaku Organisasi,MG-5B,Mirza Dwinanda Ilmawan  S.E.  M.M.,Coal Mill 205,Wed,4,10,10:50,15:50,6,theory,30
MG1PB03,Pengantar Bisnis,MG-1C,Dr. Gatot Kustyadji  S.E.  M.Si,G4.R2,Tue,6,12,12:30,17:30,6,theory,30
MG7MM13,Manajemen Merek,MG-A,Alfina  S.M.  M.M.,G4.R4,Tue,0,6,07:30,12:30,6,theory,30
MG1X453,Komunikasi Pemasaran Terpadu,MG-A,Alfina  S.M.  M.M.,G4.R3,Mon,0,6,07:30,12:30,6,theory,30
FE1BS13,Manajemen Pemasaran,AK-3B,Alfina  S.M.  M.M.,Coal Mill 102,Thu,6,12,12:30,17:30,6,theory,30
MG1BK02,Berpikir Kreatif Sistemik,MG-1B,Roostikasari Nugraheni  S.Hum.  M.Med.Kom.,Coal Mill 208,Wed,10,14,15:50,19:10,4,theory,30
FE1BS13,Manajemen Pemasaran,AK-3B,Alfina  S.M.  M.M.,G3.R5,Fri,0,6,07:30,12:30,6,theory,30
MG1AB23,Akuntansi Biaya,MG-3B,Marisya Mahdia Khoirina  S.M.  M.M.,G3.R5,Thu,8,14,14:10,19:10,6,theory,30
MG1PA03,Pengantar Akuntansi 1,MG-1C,Husnunnida Maharani,Coal Mill 207,Thu,0,6,07:30,12:30,6,theory,30
MG1PA03,Pengantar Akuntansi 1,MG-1C,Husnunnida Maharani,Coal Mill 301,Fri,0,6,07:30,12:30,6,theory,30
MG1PA03,Pengantar Akuntansi 1,MG-1C,Husnunnida Maharani,Coal Mill 101,Tue,0,6,07:30,12:30,6,theory,30
MG1MK13,Metode Kuantitatif Bisnis,MG-5B,Lisa Risfana Sari S.Si.  M.Si,G3.R4,Thu,10,14,15:50,19:10,4,theory,30
MG1PF13,Perpajakan dan Fiskal,MG-5B,Yanuar Trisnowati  S.E.  M.M.,G4.R3,Tue,3,9,10:00,15:00,6,theory,30
MG1AP33,Penganggaran Perusahaan,MG-7B,Yanuar Trisnowati  S.E.  M.M.,Coal Mill 101,Thu,1,7,08:20,13:20,6,theory,30
FE1IM03,Pengantar Bisnis,AK-1B,Muhammad Akbar  S.E.  M.Acc.  Ak.,G3.R3,Wed,0,6,07:30,12:30,6,theory,30
GS1EP03,Kewirausahaan,DKV-5A,Rizky Noviasri  S.Sn.  M.Ds.,Coal Mill 103,Mon,0,4,07:30,10:50,4,theory,30
MG1MK12,Manajemen Kinerja,MG-7C,Kharis,Coal Mill 202,Wed,10,14,15:50,19:10,4,theory,30
FE1IM03,Pengantar Bisnis,AK-1B,Muhammad Akbar  S.E.  M.Acc.  Ak.,Coal Mill 205,Tue,1,7,08:20,13:20,6,theory,30
FE1IM03,Pengantar Bisnis,AK-1B,Muhammad Akbar  S.E.  M.Acc.  Ak.,Coal Mill 205,Tue,7,13,13:20,18:20,6,theory,30
GS1EP03,Kewirausahaan,DKV-5A,Rizky Noviasri  S.Sn.  M.Ds.,Coal Mill 204,Fri,0,4,07:30,10:50,4,theory,30
FE1MI03,Ekonomi Mikro,ES-1A,Elsi Mersilia Hanesti  S.EI.  M.SE,C101,Wed,1,7,08:20,13:20,6,theory,30
FE1MI03,Ekonomi Mikro,ES-1A,Elsi Mersilia Hanesti  S.EI.  M.SE,Coal Mill 201,Fri,8,14,14:10,19:10,6,theory,30
FE1MI03,Ekonomi Mikro,ES-1A,Elsi Mersilia Hanesti  S.EI.  M.SE,C102,Mon,6,12,12:30,17:30,6,theory,30
MG1MK12,Manajemen Kinerja,MG-7C,Kharis,G4.R4,Thu,5,9,11:40,15:00,4,theory,30
MG1MK12,Manajemen Kinerja,MG-7C,Kharis,C101,Fri,6,10,12:30,15:50,4,theory,30
MG1EB12,Hukum Etika Bisnis,MG-5B,Lolita,Coal Mill 201,Thu,6,10,12:30,15:50,4,theory,30
MG1EB12,Hukum Etika Bisnis,MG-5B,Lolita,Coal Mill 201,Thu,0,4,07:30,10:50,4,theory,30
FE1MB03,Matematika Bisnis,AK-1B,Aditya Narendra Wardhana  S.T.  M.SM.,G3.R6,Thu,0,6,07:30,12:30,6,theory,30
MG1SB33,Statistika 2,MG-3B,Sekarsari Utami Wijaya  S.Stat,Coal Mill 103,Wed,8,14,14:10,19:10,6,theory,30
MG1MK13,Metode Kuantitatif Bisnis,MG-5B,Lisa Risfana Sari S.Si.  M.Si,Coal Mill 207,Tue,9,13,15:00,18:20,4,theory,30
MG1MK13,Metode Kuantitatif Bisnis,MG-5B,Lisa Risfana Sari S.Si.  M.Si,C101,Thu,4,8,10:50,14:10,4,theory,30
FE1MB03,Matematika Bisnis,AK-1B,Aditya Narendra Wardhana  S.T.  M.SM.,Coal Mill 208,Wed,0,6,07:30,12:30,6,theory,30
MG1SB33,Statistika 2,MG-3B,Sekarsari Utami Wijaya  S.Stat,Aula A,Mon,2,8,09:10,14:10,6,theory,30
MG1AB23,Akuntansi Biaya,MG-3B,Marisya Mahdia Khoirina  S.M.  M.M.,G4.R1,Thu,2,8,09:10,14:10,6,theory,30
MG1MT13,Manajemen Strategi,MG-5C,Johan Samudra,Coal Mill 201,Tue,8,14,14:10,19:10,6,theory,30
GS1EP03,Kewirausahaan,DKV-5A,Rizky Noviasri  S.Sn.  M.Ds.,Coal Mill 302,Thu,2,6,09:10,12:30,4,theory,30
MG1AB23,Akuntansi Biaya,MG-3B,Marisya Mahdia Khoirina  S.M.  M.M.,G4.R3,Fri,4,10,10:50,15:50,6,theory,30
MG1SB02,Simulasi Kelayakan Bisnis,MG-5A,Rosa Rilantiana  S.E.  M.M.,G4.R2,Thu,9,13,15:00,18:20,4,theory,30
MG1SB02,Simulasi Kelayakan Bisnis,MG-5A,Rosa Rilantiana  S.E.  M.M.,G3.R2,Fri,10,14,15:50,19:10,4,theory,30
MG1MS13,Manajemen Sumber Daya Manusia,MG-3C,Dr. Gatot Kustyadji  S.E.  M.Si,G4.R2,Wed,8,14,14:10,19:10,6,theory,30
MG1PO13,Perilaku Organisasi,MG-5B,Mirza Dwinanda Ilmawan  S.E.  M.M.,G4.R4,Fri,7,13,13:20,18:20,6,theory,30
MG1P953,Manajemen Kompensasi,MG-A,Dr. Gatot Kustyadji  S.E.  M.Si,Coal Mill 302,Fri,8,14,14:10,19:10,6,theory,30
MG1X253,Pelatihan dan Pengembangan SDM,MG-A,Mirza Dwinanda Ilmawan  S.E.  M.M.,Coal Mill 208,Thu,0,6,07:30,12:30,6,theory,30
MG1BK02,Berpikir Kreatif Sistemik,MG-1B,Roostikasari Nugraheni  S.Hum.  M.Med.Kom.,Coal Mill 101,Fri,0,4,07:30,10:50,4,theory,30
MG1PO13,Perilaku Organisasi,MG-5B,Mirza Dwinanda Ilmawan  S.E.  M.M.,G3.R1,Fri,0,6,07:30,12:30,6,theory,30
MG1PS33,Proyek Bisnis Sosial,MG-3A,Rosa Rilantiana  S.E.  M.M.,Coal Mill 301,Fri,4,10,10:50,15:50,6,theory,30
MG1PS33,Proyek Bisnis Sosial,MG-3A,Rosa Rilantiana  S.E.  M.M.,G4.R2,Thu,3,9,10:00,15:00,6,theory,30
MG1X153,Bisnis Internasional,MG-A,Dr. Ir. Chabib Bahari  S.E.  M.M.,G3.R2,Mon,6,12,12:30,17:30,6,theory,30
MG1X153,Bisnis Internasional,MG-A,Dr. Ir. Chabib Bahari  S.E.  M.M.,Coal Mill 202,Tue,6,12,12:30,17:30,6,theory,30
MG1PB03,Pengantar Bisnis,MG-1C,Dr. Gatot Kustyadji  S.E.  M.Si,Limestone,Mon,8,14,14:10,19:10,6,theory,30
MG1MS13,Manajemen Sumber Daya Manusia,MG-3C,Dr. Gatot Kustyadji  S.E.  M.Si,G3.R2,Fri,0,6,07:30,12:30,6,theory,30
MG1PB03,Pengantar Bisnis,MG-1C,Dr. Gatot Kustyadji  S.E.  M.Si,G4.R1,Wed,2,8,09:10,14:10,6,theory,30
MG1MS13,Manajemen Sumber Daya Manusia,MG-3C,Dr. Gatot Kustyadji  S.E.  M.Si,G4.R2,Tue,0,6,07:30,12:30,6,theory,30
MG1MT13,Manajemen Strategi,MG-5C,Johan Samudra,C102,Mon,8,14,14:10,19:10,6,theory,30
MG1MT13,Manajemen Strategi,MG-5C,Johan Samudra,Coal Mill 208,Wed,6,12,12:30,17:30,6,theory,30
MG1RB33,Riset Bisnis,MG-7C,Rosa Rilantiana  S.E.  M.M.,G3.R4,Mon,8,14,14:10,19:10,6,theory,30
MG1PS33,Proyek Bisnis Sosial,MG-3A,Rosa Rilantiana  S.E.  M.M.,G3.R4,Wed,0,6,07:30,12:30,6,theory,30
MG1SB02,Simulasi Kelayakan Bisnis,MG-5A,Rosa Rilantiana  S.E.  M.M.,C102,Tue,0,4,07:30,10:50,4,theory,30
MG1RB33,Riset Bisnis,MG-7C,Rosa Rilantiana  S.E.  M.M.,Coal Mill 301,Mon,1,7,08:20,13:20,6,theory,30
MG1RB33,Riset Bisnis,MG-7C,Rosa Rilantiana  S.E.  M.M.,G4.R3,Tue,8,14,14:10,19:10,6,theory,30
MG1SB33,Statistika 2,MG-3B,Sekarsari Utami Wijaya  S.Stat,G3.R5,Tue,8,14,14:10,19:10,6,theory,30
MG1PF13,Perpajakan dan Fiskal,MG-5B,Yanuar Trisnowati  S.E.  M.M.,Coal Mill 205,Mon,0,6,07:30,12:30,6,theory,30
MG1AP33,Penganggaran Perusahaan,MG-7B,Yanuar Trisnowati  S.E.  M.M.,G3.R2,Fri,6,12,12:30,17:30,6,theory,30
MG1P753,Keuangan Korporasi,MG-A,Sugeng Firdausi  S.E.  Ak.   M.M. MIFP.,Coal Mill 203,Wed,2,8,09:10,14:10,6,theory,30
MG1K453,Perencanaan Keuangan,MG-A,Yanuar Trisnowati  S.E.  M.M.,G4.R1,Wed,8,14,14:10,19:10,6,theory,30
MG1PF13,Perpajakan dan Fiskal,MG-5B,Yanuar Trisnowati  S.E.  M.M.,Aula A,Mon,8,14,14:10,19:10,6,theory,30
MG1AP33,Penganggaran Perusahaan,MG-7B,Yanuar Trisnowati  S.E.  M.M.,Coal Mill 101,Thu,7,13,13:20,18:20,6,theory,30
GS1EP03,Kewirausahaan,DKV-5A,Rizky Noviasri  S.Sn.  M.Ds.,C101,Tue,0,4,07:30,10:50,4,theory,30
FE1MI03,Ekonomi Mikro,ES-1A,Elsi Mersilia Hanesti  S.EI.  M.SE,Coal Mill 206,Fri,2,8,09:10,14:10,6,theory,30
FE1BA03,Akuntansi Dasar I,AK-1B,Husnunnida Maharani,C102,Thu,8,14,14:10,19:10,6,theory,30
FE1MB03,Matematika Bisnis,AK-1B,Aditya Narendra Wardhana  S.T.  M.SM.,G3.R6,Fri,8,14,14:10,19:10,6,theory,30
FE1ST03,Statistik,AK-1B,Mia Fathia  S.Si.  M.Sc.Fin,Coal Mill 301,Thu,5,11,11:40,16:40,6,theory,30
FE1IM03,Pengantar Bisnis,AK-1B,Muhammad Akbar  S.E.  M.Acc.  Ak.,G3.R2,Wed,6,12,12:30,17:30,6,theory,30
FE1FM03,Manajemen Keuangan,ES-3A,Fitri Ramadhan,G4.R2,Mon,8,14,14:10,19:10,6,theory,30
FE1BS13,Manajemen Pemasaran,AK-3B,Alfina  S.M.  M.M.,G3.R4,Thu,0,6,07:30,12:30,6,theory,30
AC1K113,Akuntansi Keuangan Menengah I,AK-3B,Alfiana Fitri  SA.  MA,G4.R1,Tue,0,6,07:30,12:30,6,theory,30
AC1C213,Akuntansi Manajemen,AK-3B,Muhammad Akbar  S.E.  M.Acc.  Ak.,Limestone,Fri,6,12,12:30,17:30,6,theory,30
AC1E103,Aspek Hukum Dalam Bisnis,AK-3A  AK-3B,Lolita,Coal Mill 204,Mon,0,4,07:30,10:50,4,theory,30
AC1F313,Analisa Laporan Keuangan,AK-5B,Fitri Ramadhan,Coal Mill 203,Wed,8,14,14:10,19:10,6,theory,30
AC1A212,Praktik Audit,AK-5B,Kurniasari Novi Hardanti  SE.  M.CA,Coal Mill 208,Fri,4,8,10:50,14:10,4,theory,30
AC1K313,Akuntansi Keuangan Lanjutan I,AK-5B,Alfiana Fitri  SA.  MA,Coal Mill 204,Thu,8,14,14:10,19:10,6,theory,30
AC1T103,Perpajakan,AK-5B,Husnunnida Maharani,Coal Mill 206,Mon,2,8,09:10,14:10,6,theory,30
AC1B103,Perbankan Dan Lembaga Keuangan,AK-5B,Kurniasari Novi Hardanti  SE.  M.CA,G3.R3,Fri,8,14,14:10,19:10,6,theory,30
AC1K013,Teori Akuntansi,AK-5B,Fitri Ramadhan,Coal Mill 206,Tue,0,6,07:30,12:30,6,theory,30
AC1F412,Simulasi Kelayakan Bisnis,AK-7B,Muhammad Akbar  S.E.  M.Acc.  Ak.,G4.R3,Thu,8,14,14:10,19:10,6,theory,30
AC1A423,Akuntansi Forensik Dan Pemeriksaan Keuangan,AK-7A,Dr. Erlina Diamastuti  S.E.  M.Si.  Ak  CA,Coal Mill 101,Mon,3,9,10:00,15:00,6,theory,30
AC1F323,Manajemen Keuangan Stratejik,AK-7A,Sugeng Firdausi  S.E.  Ak.   M.M. MIFP.,G3.R1,Tue,0,6,07:30,12:30,6,theory,30
AC1K323,Akuntansi Keperilakuan,AK-7A,Husnunnida Maharani,Coal Mill 301,Wed,7,13,13:20,18:20,6,theory,30
GS1EP03,Kewirausahaan,DKV-5A,Rizky Noviasri  S.Sn.  M.Ds.,Coal Mill 102,Thu,10,14,15:50,19:10,4,theory,30
FE1MI03,Ekonomi Mikro,ES-1A,Elsi Mersilia Hanesti  S.EI.  M.SE,G4.R4,Wed,8,14,14:10,19:10,6,theory,30
FE1BA03,Akuntansi Dasar I,AK-1B,Husnunnida Maharani,G3.R2,Mon,8,14,14:10,19:10,6,theory,30
FE1MB03,Matematika Bisnis,AK-1B,Aditya Narendra Wardhana  S.T.  M.SM.,Coal Mill 204,Mon,2,8,09:10,14:10,6,theory,30
FE1ST03,Statistik,AK-1B,Mia Fathia  S.Si.  M.Sc.Fin,Coal Mill 204,Fri,4,10,10:50,15:50,6,theory,30
FE1IM03,Pengantar Bisnis,AK-1B,Muhammad Akbar  S.E.  M.Acc.  Ak.,C101,Fri,0,6,07:30,12:30,6,theory,30
FE1FM03,Manajemen Keuangan,ES-3A,Fitri Ramadhan,Coal Mill 203,Mon,2,8,09:10,14:10,6,theory,30
FE1BS13,Manajemen Pemasaran,AK-3B,Alfina  S.M.  M.M.,G3.R1,Mon,7,13,13:20,18:20,6,theory,30
AC1K113,Akuntansi Keuangan Menengah I,AK-3B,Alfiana Fitri  SA.  MA,Coal Mill 203,Mon,0,6,07:30,12:30,6,theory,30
AC1C213,Akuntansi Manajemen,AK-3B,Muhammad Akbar  S.E.  M.Acc.  Ak.,Coal Mill 101,Tue,8,14,14:10,19:10,6,theory,30
AC1F313,Analisa Laporan Keuangan,AK-5B,Fitri Ramadhan,G4.R4,Thu,0,6,07:30,12:30,6,theory,30
AC1A212,Praktik Audit,AK-5B,Kurniasari Novi Hardanti  SE.  M.CA,Coal Mill 302,Thu,6,10,12:30,15:50,4,theory,30
AC1K313,Akuntansi Keuangan Lanjutan I,AK-5B,Alfiana Fitri  SA.  MA,Coal Mill 101,Mon,8,14,14:10,19:10,6,theory,30
AC1T103,Perpajakan,AK-5B,Husnunnida Maharani,Coal Mill 103,Tue,8,14,14:10,19:10,6,theory,30
AC1B103,Perbankan Dan Lembaga Keuangan,AK-5B,Kurniasari Novi Hardanti  SE.  M.CA,Coal Mill 201,Wed,0,6,07:30,12:30,6,theory,30
AC1K013,Teori Akuntansi,AK-5B,Fitri Ramadhan,C101,Thu,8,14,14:10,19:10,6,theory,30
AC1F412,Simulasi Kelayakan Bisnis,AK-7B,Muhammad Akbar  S.E.  M.Acc.  Ak.,G4.R2,Mon,0,6,07:30,12:30,6,theory,30
GS1EP03,Kewirausahaan,DKV-5A,Rizky Noviasri  S.Sn.  M.Ds.,Coal Mill 202,Thu,6,10,12:30,15:50,4,theory,30
SE1TQ02,Baca Tulis Al'Quran,ES-1A,M. Fathoni,Coal Mill 301,Tue,10,14,15:50,19:10,4,theory,30
SE1EI03,Pengantar Ekonomi Islam,ES-1A,Bambang Tutuko  S.E.  M.M.  CFP,Coal Mill 208,Thu,8,14,14:10,19:10,6,theory,30
FE1MI03,Ekonomi Mikro,ES-1A,Elsi Mersilia Hanesti  S.EI.  M.SE,G3.R2,Mon,0,6,07:30,12:30,6,theory,30
FE1MA03,Ekonomi Makro,ES-1A,Ahmad Hudaifah  S.E.  M.Ec.,Coal Mill 206,Mon,8,14,14:10,19:10,6,theory,30
FE1AD03,Akuntansi Dasar (Pengantar Akuntansi),ES-1A,Ahmad Dahlan Malik  B.A.(Hons). M.Ec.,Coal Mill 203,Thu,0,6,07:30,12:30,6,theory,30
FE1SB03,Statistik Bisnis I,ES-3A,Mia Fathia  S.Si.  M.Sc.Fin,G4.R1,Tue,6,12,12:30,17:30,6,theory,30
FE1FM03,Manajemen Keuangan,ES-3A,Fitri Ramadhan,Coal Mill 301,Fri,8,14,14:10,19:10,6,theory,30
FE1MM03,Manajemen Pemasaran,ES-3A,Elsi Mersilia Hanesti  S.EI.  M.SE,C102,Thu,0,6,07:30,12:30,6,theory,30
SE1QH33,Al Qur'an & Hadist Ekonomi,ES-3A,Drs. Muhammad Asyhad  M.Pd.I.,Coal Mill 204,Wed,0,6,07:30,12:30,6,theory,30
SE1LK03,Pengantar Lembaga Keuangan & Perbankan Syariah,ES-3A,Bambang Tutuko  S.E.  M.M.  CFP,Coal Mill 205,Fri,2,8,09:10,14:10,6,theory,30
SE1AS33,Akuntansi Syariah,ES-3A,Ahmad Dahlan Malik  B.A.(Hons). M.Ec.,Coal Mill 202,Tue,0,6,07:30,12:30,6,theory,30
SE1UF03,Ushul Fiqh,ES-3A,M. Fathoni,G4.R3,Wed,7,13,13:20,18:20,6,theory,30
FE1MD03,MSDM,ES-5A  ES-5B,Drs. Muhammad Asyhad  M.Pd.I.,Coal Mill 103,Fri,6,12,12:30,17:30,6,theory,30
SE1EK03,Ekonomi Koperasi,ES-5B,Drs. Muhammad Asyhad  M.Pd.I.,Coal Mill 205,Thu,8,14,14:10,19:10,6,theory,30
SE1PB03,Proyek Penciptaan Bisnis (PPB),ES-5B,Wahyu Agung Handono  S.E.  M.M.,C101,Wed,7,13,13:20,18:20,6,theory,30
SE1BI03,Bisnis Internasional,ES-5A  ES-5B,Dr. Ir. Chabib Bahari  S.E.  M.M.,Auditorium,Wed,3,9,10:00,15:00,6,theory,30
SE1SS03,Selling and Service Skills (Keterampilan Pelayanan dan Penjualan),ES-5A  ES-5B,Bambang Tutuko  S.E.  M.M.  CFP,Coal Mill 301,Tue,6,12,12:30,17:30,6,theory,30
SE1MB03,Manajemen Bank Syariah,ES-5A  ES-5B,Johan Samudra,Limestone,Thu,0,6,07:30,12:30,6,theory,30
SE1IG03,Islamic Corporate Governance & CSR,ES-5B,Ahmad Dahlan Malik  B.A.(Hons). M.Ec.,Coal Mill 207,Wed,1,7,08:20,13:20,6,theory,30
SE1EK03,Ekonomi Koperasi,ES-5B,Drs. Muhammad Asyhad  M.Pd.I.,C102,Tue,4,10,10:50,15:50,6,theory,30
SE1PB03,Proyek Penciptaan Bisnis (PPB),ES-5B,Wahyu Agung Handono  S.E.  M.M.,G4.R3,Fri,0,6,07:30,12:30,6,theory,30
