courseId,name,class,lecturer,room,day,startSlot,endSlot,startTime,endTime,durationSlots,roomType,capacityNeed
IF12103,Logika Pemrograman,IF-1B,Mohammad Arif Rasyidi  S.Kom.  M.Sc.,Coal Mill 206,Tue,8,14,14:10,19:10,6,theory,30
IF11103,Matematika Diskrit,IF-1B,Ngatini,G4.R4,Mon,0,6,07:30,12:30,6,theory,30
IF11203,Kalkulus I,IF-1B,Puji Andayani  S.Si.  M.Si.  M.Sc.,G4.R1,Thu,8,14,14:10,19:10,6,theory,30
IF15103,Sistem Digital,IF-1B,Doni Setio Pambudi  S.Kom. M.Kom,Auditorium,Thu,2,8,09:10,14:10,6,theory,30
FT1TI02,Pengantar Teknologi Informasi,DKV-1A,Brina Miftahurrohmah  S.Si.  M.Si,G3.R6,Fri,6,10,12:30,15:50,4,theory,30
IF14134,Sistem Basis Data,IF-3B,Lailatul Hidayah  S.Kom.  MS.,Auditorium,Mon,0,8,07:30,14:10,8,theory,30
IF12333,Pemrograman II,IF-3B,Mohammad Arif Rasyidi  S.Kom.  M.Sc.,C101,Mon,0,6,07:30,12:30,6,theory,30
IF11613,Statistika Komputasi,IF-3B,Ngatini,G3.R1,Wed,0,6,07:30,12:30,6,theory,30
IF15203,Sistem Operasi,IF-3B,Taufiqotul Bariyah S.Kom.  M.IM,G3.R4,Fri,8,14,14:10,19:10,6,theory,30
IF12444,Algoritma dan Struktur Data,IF-3B,Yohanes Indra Riskajaya  S.Kom.  M.Kom,G3.R6,Thu,6,14,12:30,19:10,8,theory,30
IF14333,Desain Perangkat Lunak,IF-5B,Taufiqotul Bariyah S.Kom.  M.IM,G3.R2,Tue,0,6,07:30,12:30,6,theory,30
IF14433,Manajemen Basis Data,IF-5B,Lailatul Hidayah  S.Kom.  MS.,Coal Mill 204,Thu,2,8,09:10,14:10,6,theory,30
IF17143,Grafika Komputer dan Pengolahan Citra,IF-5B,Doni Setio Pambudi  S.Kom. M.Kom,G3.R4,Tue,2,8,09:10,14:10,6,theory,30
IF15323,Keamanan Informasi dan Jaringan,IF-5B,Yohanes Indra Riskajaya  S.Kom.  M.Kom,Coal Mill 202,Fri,0,6,07:30,12:30,6,theory,30
IF14513,Manajemen Proyek Perangkat Lunak,IF-5B,Ruktin Handayani  S.Kom.  M.Kom.,Auditorium,Mon,8,14,14:10,19:10,6,theory,30
IF13243,Machine Learning,IF-5B,Mohammad Arif Rasyidi  S.Kom.  M.Sc.,Coal Mill 207,Thu,8,14,14:10,19:10,6,theory,30
IF16243,Sistem Terdistribusi,IF-7A,Taufiqotul Bariyah S.Kom.  M.IM,Auditorium,Tue,8,14,14:10,19:10,6,theory,30
IF18103,Sistem Enterprise,IF-7A,Yogantara Setya Dharmawan  S.Kom.  M.Sc,Coal Mill 206,Fri,8,14,14:10,19:10,6,theory,30
IF16553,Desain dan Manajemen Jaringan,IF-6A,Taufiqotul Bariyah S.Kom.  M.IM,G4.R4,Wed,2,8,09:10,14:10,6,theory,30
IF13653,Komputasi Biomedik,IF-7A,Lailatul Hidayah  S.Kom.  MS.,Auditorium,Thu,8,14,14:10,19:10,6,theory,30
IF17453,Visi Komputer,IF-7A,Doni Setio Pambudi  S.Kom. M.Kom,Coal Mill 202,Mon,0,6,07:30,12:30,6,theory,30
IF12753,Pemrograman Mobile,IF-7A,Doni Setio Pambudi  S.Kom. M.Kom,Coal Mill 301,Mon,7,13,13:20,18:20,6,theory,30
IF12103,Logika Pemrograman,IF-1B,Mohammad Arif Rasyidi  S.Kom.  M.Sc.,Coal Mill 201,Tue,0,6,07:30,12:30,6,theory,30
IF11103,Matematika Diskrit,IF-1B,Ngatini,G3.R3,Fri,2,8,09:10,14:10,6,theory,30
IF11203,Kalkulus I,IF-1B,Puji Andayani  S.Si.  M.Si.  M.Sc.,Coal Mill 205,Mon,6,12,12:30,17:30,6,theory,30
IF15103,Sistem Digital,IF-1B,Doni Setio Pambudi  S.Kom. M.Kom,Limestone,Wed,0,6,07:30,12:30,6,theory,30
FT1TI02,Pengantar Teknologi Informasi,DKV-1A,Brina Miftahurrohmah  S.Si.  M.Si,C102,Thu,4,8,10:50,14:10,4,theory,30
IF14134,Sistem Basis Data,IF-3B,Lailatul Hidayah  S.Kom.  MS.,Coal Mill 203,Tue,6,14,12:30,19:10,8,theory,30
IF12333,Pemrograman II,IF-3B,Mohammad Arif Rasyidi  S.Kom.  M.Sc.,Coal Mill 302,Fri,0,6,07:30,12:30,6,theory,30
IF11613,Statistika Komputasi,IF-3B,Ngatini,G4.R4,Mon,8,14,14:10,19:10,6,theory,30
IF15203,Sistem Operasi,IF-3B,Taufiqotul Bariyah S.Kom.  M.IM,Coal Mill 301,Thu,0,6,07:30,12:30,6,theory,30
IF12444,Algoritma dan Struktur Data,IF-3B,Yohanes Indra Riskajaya  S.Kom.  M.Kom,Coal Mill 103,Tue,0,8,07:30,14:10,8,theory,30
IF14333,Desain Perangkat Lunak,IF-5B,Taufiqotul Bariyah S.Kom.  M.IM,Coal Mill 101,Wed,8,14,14:10,19:10,6,theory,30
IF14433,Manajemen Basis Data,IF-5B,Lailatul Hidayah  S.Kom.  MS.,Coal Mill 101,Fri,4,10,10:50,15:50,6,theory,30
IF17143,Grafika Komputer dan Pengolahan Citra,IF-5B,Doni Setio Pambudi  S.Kom. M.Kom,G3.R2,Tue,8,14,14:10,19:10,6,theory,30
IF15323,Keamanan Informasi dan Jaringan,IF-5B,Yohanes Indra Riskajaya  S.Kom.  M.Kom,Coal Mill 201,Mon,0,6,07:30,12:30,6,theory,30
IF14513,Manajemen Proyek Perangkat Lunak,IF-5B,Ruktin Handayani  S.Kom.  M.Kom.,G4.R1,Fri,8,14,14:10,19:10,6,theory,30
IF13243,Machine Learning,IF-5B,Mohammad Arif Rasyidi  S.Kom.  M.Sc.,C102,Wed,2,8,09:10,14:10,6,theory,30
FT1TI02,Pengantar Teknologi Informasi,DKV-1A,Brina Miftahurrohmah  S.Si.  M.Si,G3.R3,Wed,4,8,10:50,14:10,4,theory,30
IS1B102,ALJABAR LINIER,SI-1A,Puji Andayani  S.Si.  M.Si.  M.Sc.,Limestone,Wed,10,14,15:50,19:10,4,theory,30
IS1B203,KALKULUS,SI-1A,Ngatini,Aula A,Thu,4,10,10:50,15:50,6,theory,30
IS1B303,PENGANTAR SISTEM INFORMASI,SI-1A,Renny Sari Dewi  S.Kom.  M.Kom.,G3.R4,Wed,6,10,12:30,15:50,4,theory,30
IS1B403,MATEMATIKA DISKRIT,SI-1A,Puji Andayani  S.Si.  M.Si.  M.Sc.,C102,Fri,5,11,11:40,16:40,6,theory,30
IS1B503,PEMROGRAMAN TERSTRUKTUR,SI-1A,Catur Wulandari  S.Kom.  M.Sc,C101,Tue,3,9,10:00,15:00,6,theory,30
FT1IM03,Interaksi Manusia dan Komputer,DKV-3A,Trias Widha Andari  S.Sn.  M.Ds.,G4.R3,Wed,4,7,10:50,13:20,3,theory,30
IS1D113,BASIS DATA,SI-3A,Brina Miftahurrohmah  S.Si.  M.Si,Coal Mill 202,Mon,4,10,10:50,15:50,6,theory,30
IS1SE12,REKAYASA KEBUTUHAN PERANGKAT LUNAK,SI-3A  SI-3B,Catur Wulandari  S.Kom.  M.Sc,G3.R4,Thu,6,10,12:30,15:50,4,theory,30
IS1C103,ANALISIS DAN DESAIN PROSES BISNIS,SI-3A  SI-3B,Catur Wulandari  S.Kom.  M.Sc,Coal Mill 208,Fri,8,14,14:10,19:10,6,theory,30
IS1N212,KEAMANAN ASET INFORMASI,SI-3A  SI-3B,Renny Sari Dewi  S.Kom.  M.Kom.,G4.R3,Wed,0,4,07:30,10:50,4,theory,30
IS1P333,PEMROGRAMAN WEB,SI-3A  SI-3B,Catur Wulandari  S.Kom.  M.Sc,Coal Mill 207,Mon,8,14,14:10,19:10,6,theory,30
IS1C703,MANAJEMEN HUBUNGAN PELANGGAN,SI-5A  SI-5B,Putri Amelia  S.T.  M.T.  M.Eng.,G3.R6,Tue,0,6,07:30,12:30,6,theory,30
IS1P533,SISTEM PENDUKUNG KEPUTUSAN,SI-5B,Brina Miftahurrohmah  S.Si.  M.Si,Coal Mill 302,Tue,0,6,07:30,12:30,6,theory,30
IS1EB22,PERANCANGAN E-BUSINESS,SI-5A  SI-5B,Yogantara Setya Dharmawan  S.Kom.  M.Sc,Coal Mill 204,Thu,0,4,07:30,10:50,4,theory,30
IS1C633,MANAJEMEN RANTAI PASOK,SI-5A  SI-5B,Putri Amelia  S.T.  M.T.  M.Eng.,G3.R6,Mon,3,9,10:00,15:00,6,theory,30
IS1G103,TATA KELOLA TI,SI-5A  SI-5B,Renny Sari Dewi  S.Kom.  M.Kom.,Coal Mill 207,Fri,8,14,14:10,19:10,6,theory,30
IS1M123,MANAJEMEN PROYEK TI,SI-5A  SI-5B,Catur Wulandari  S.Kom.  M.Sc,Coal Mill 102,Fri,0,6,07:30,12:30,6,theory,30
IS1BP23,PERENCANAAN KEBERLANJUTAN BISNIS,SI-7B,Yogantara Setya Dharmawan  S.Kom.  M.Sc,G3.R5,Mon,6,12,12:30,17:30,6,theory,30
IS1SP23,PERENCANAAN STRATEGIS SISTEM INFORMASI,SI-7B,Yogantara Setya Dharmawan  S.Kom.  M.Sc,C102,Mon,0,6,07:30,12:30,6,theory,30
IS1VM22,PENGUKURAN KINERJA TI,SI-7A  SI-7B,Renny Sari Dewi  S.Kom.  M.Kom.,Coal Mill 201,Thu,3,7,10:00,13:20,4,theory,30
IS1G333,SIMULASI TATA KELOLA DAN AUDIT TI,SI-7B,Lukman,Coal Mill 103,Wed,1,7,08:20,13:20,6,theory,30
IS1M233,SIMULASI PROYEK TI,SI-7A  SI-7B,Lukman,Coal Mill 201,Fri,0,6,07:30,12:30,6,theory,30
IS1A253,MANAJEMEN PROSES BISNIS,SI-A,Yogantara Setya Dharmawan  S.Kom.  M.Sc,G3.R4,Tue,8,14,14:10,19:10,6,theory,30
IS1A353,PENGUJIAN PERANGKAT LUNAK,SI-A,Catur Wulandari  S.Kom.  M.Sc,G3.R5,Wed,0,6,07:30,12:30,6,theory,30
IS1P533,SISTEM PENDUKUNG KEPUTUSAN,SI-5B,Brina Miftahurrohmah  S.Si.  M.Si,G3.R3,Thu,8,14,14:10,19:10,6,theory,30
IS1BP23,PERENCANAAN KEBERLANJUTAN BISNIS,SI-7B,Yogantara Setya Dharmawan  S.Kom.  M.Sc,Coal Mill 102,Wed,7,13,13:20,18:20,6,theory,30
IS1SP23,PERENCANAAN STRATEGIS SISTEM INFORMASI,SI-7B,Yogantara Setya Dharmawan  S.Kom.  M.Sc,Aula A,Thu,8,14,14:10,19:10,6,theory,30
IS1G333,SIMULASI TATA KELOLA DAN AUDIT TI,SI-7B,Lukman,Coal Mill 103,Thu,2,8,09:10,14:10,6,theory,30
FT1TI02,Pengantar Teknologi Informasi,DKV-1A,Brina Miftahurrohmah  S.Si.  M.Si,G4.R4,Wed,0,4,07:30,10:50,4,theory,30
VD1NB03,Nirmana Dwimatra-Black & White,DKV-1A,Irni Resmi Apriyanti  S.Ds.  M.Ds.,Limestone,Fri,0,6,07:30,12:30,6,theory,30
VD1NT03,Nirmana Trimatra,DKV-1A,Trias Widha Andari  S.Sn.  M.Ds.,Coal Mill 201,Wed,8,14,14:10,19:10,6,theory,30
VD1GS03,Gambar Bentuk - Still Life,DKV-1A,Rizky Noviasri  S.Sn.  M.Ds.,G4.R4,Mon,4,10,10:50,15:50,6,theory,30
VD1BK02,Berpikir Kreatif dan Sistemik,DKV-1A,Roostikasari Nugraheni  S.Hum.  M.Med.Kom.,G3.R5,Thu,0,4,07:30,10:50,4,theory,30
VD1DK03,Pengantar DKV,DKV-1A,Tyas Ajeng Nastiti  S.T.  M.Ds.,Coal Mill 102,Tue,8,14,14:10,19:10,6,theory,30
FT1IM03,Interaksi Manusia dan Komputer,DKV-3A,Trias Widha Andari  S.Sn.  M.Ds.,G3.R3,Tue,10,13,15:50,18:20,3,theory,30
FT1IM03,Interaksi Manusia dan Komputer,DKV-3A,Trias Widha Andari  S.Sn.  M.Ds.,C101,Mon,6,9,12:30,15:00,3,theory,30
VD1DP03,DKV I Sign Pictogram,DKV-3A,Nova Ridho Sisprasojo  S.Sn.  M.Ds.,Coal Mill 207,Mon,0,6,07:30,12:30,6,theory,30
VD1DS03,DKV I Sign System,DKV-3A,Rizky Noviasri  S.Sn.  M.Ds.,Coal Mill 201,Fri,6,12,12:30,17:30,6,theory,30
VD1TA13,Tipografi Aplikatif,DKV-3A,Tyas Ajeng Nastiti  S.T.  M.Ds.,Coal Mill 208,Fri,0,6,07:30,12:30,6,theory,30
VD1MF03,Multimedia (Fotografi),DKV-3A,Nova Ridho Sisprasojo  S.Sn.  M.Ds.,G3.R5,Thu,4,10,10:50,15:50,6,theory,30
VD1PK02,Psikologi Komunikasi,DKV-3A,Roostikasari Nugraheni  S.Hum.  M.Med.Kom.,G3.R5,Tue,6,10,12:30,15:50,4,theory,30
GS1EP03,Kewirausahaan,DKV-5A,Rizky Noviasri  S.Sn.  M.Ds.,Coal Mill 302,Tue,10,14,15:50,19:10,4,theory,30
VD1DC13,DKV III (City Branding),DKV-5A,Nova Ridho Sisprasojo  S.Sn.  M.Ds.,Limestone,Tue,4,10,10:50,15:50,6,theory,30
VD1DB13,DKV III (Corporate Branding),DKV-5A,Tyas Ajeng Nastiti  S.T.  M.Ds.,Coal Mill 208,Mon,8,14,14:10,19:10,6,theory,30
VD1CW03,Copywriting,DKV-5A,Irni Resmi Apriyanti  S.Ds.  M.Ds.,Coal Mill 206,Wed,0,6,07:30,12:30,6,theory,30
VD1BR03,Budaya Rupa Indonesia,DKV-5A,Irni Resmi Apriyanti  S.Ds.  M.Ds.,G3.R3,Wed,8,14,14:10,19:10,6,theory,30
VD1MC02,Kajian Media Cetak,DKV-5A,Roostikasari Nugraheni  S.Hum.  M.Med.Kom.,Coal Mill 203,Fri,4,8,10:50,14:10,4,theory,30
VD1IF03,Ilustrasi fashion,DKV-5A,Tyas Ajeng Nastiti  S.T.  M.Ds.,Coal Mill 203,Fri,8,14,14:10,19:10,6,theory,30
VD1SM03,Seminar dan Metodologi Penelitian,DKV-7B,Irni Resmi Apriyanti  S.Ds.  M.Ds.,Coal Mill 302,Thu,0,3,07:30,10:00,3,theory,30
VD1SM03,Seminar dan Metodologi Penelitian,DKV-7B,Irni Resmi Apriyanti  S.Ds.  M.Ds.,Coal Mill 205,Fri,11,14,16:40,19:10,3,theory,30
VD1IK03,Bisnis Industri Kreatif,DKV-7A,Tyas Ajeng Nastiti  S.T.  M.Ds.,Coal Mill 102,Tue,2,8,09:10,14:10,6,theory,30
VD1EX03,Exhibition,DKV-7A,Irni Resmi Apriyanti  S.Ds.  M.Ds.,G4.R1,Mon,7,13,13:20,18:20,6,theory,30
VD1MP03,Media Planning,DKV-7A,Rizky Noviasri  S.Sn.  M.Ds.,Coal Mill 204,Wed,8,14,14:10,19:10,6,theory,30
VD1WD03,Web Design,DKV-7A,Trias Widha Andari  S.Sn.  M.Ds.,Coal Mill 103,Fri,0,6,07:30,12:30,6,theory,30
VD1UI53,User Interface-Experience (UI/UX),DKV-A,Trias Widha Andari  S.Sn.  M.Ds.,Coal Mill 102,Mon,0,6,07:30,12:30,6,theory,30
VD1PD52,Poster Design,DKV-A,Rizky Noviasri  S.Sn.  M.Ds.,C101,Mon,10,14,15:50,19:10,4,theory,30
VD8TV53,Workshop TVC,DKV-A,Nova Ridho Sisprasojo  S.Sn.  M.Ds.,Limestone,Fri,8,14,14:10,19:10,6,theory,30
GS1WS02,Wawasan Persemenan,B,Brina Miftahurrohmah  S.Si.  M.Si,G4.R1,Fri,0,4,07:30,10:50,4,theory,30
GS1WS02,Wawasan Persemenan,B,Brina Miftahurrohmah  S.Si.  M.Si,Coal Mill 302,Tue,6,10,12:30,15:50,4,theory,30
GS1IR02,Agama,C,M. Fathoni,C101,Thu,0,4,07:30,10:50,4,theory,30
GS1IR02,Agama,C,M. Fathoni,Coal Mill 203,Thu,4,8,10:50,14:10,4,theory,30
GS1IR02,Agama,C,M. Fathoni,Aula A,Fri,10,14,15:50,19:10,4,theory,30
GS1EI02,Wawasan lingkungan,G,Irvan Adhin Cholilie  S.TP.  M.P,G4.R1,Wed,0,4,07:30,10:50,4,theory,30
GS1EI02,Wawasan lingkungan,G,Irvan Adhin Cholilie  S.TP.  M.P,Coal Mill 207,Fri,0,4,07:30,10:50,4,theory,30
GS1EI02,Wawasan lingkungan,G,Irvan Adhin Cholilie  S.TP.  M.P,G3.R1,Tue,6,10,12:30,15:50,4,theory,30
GS1EI02,Wawasan lingkungan,G,Irvan Adhin Cholilie  S.TP.  M.P,Coal Mill 301,Thu,10,14,15:50,19:10,4,theory,30
GS1EI02,Wawasan lingkungan,G,Irvan Adhin Cholilie  S.TP.  M.P,Coal Mill 206,Wed,5,9,11:40,15:00,4,theory,30
GS1EI02,Wawasan lingkungan,G,Irvan Adhin Cholilie  S.TP.  M.P,G3.R4,Fri,4,8,10:50,14:10,4,theory,30
GS1EI02,Wawasan lingkungan,G,Irvan Adhin Cholilie  S.TP.  M.P,G3.R3,Mon,0,4,07:30,10:50,4,theory,30
GS1EL02,Bahasa Inggris,E,Almira Fidela Artha  S.S.  M.Hum,Coal Mill 302,Mon,0,4,07:30,10:50,4,theory,30
GS1EL02,Bahasa Inggris,E,Almira Fidela Artha  S.S.  M.Hum,Coal Mill 206,Thu,0,4,07:30,10:50,4,theory,30
GS1EL02,Bahasa Inggris,E,Almira Fidela Artha  S.S.  M.Hum,G4.R2,Wed,0,4,07:30,10:50,4,theory,30
GS1EL02,Bahasa Inggris,E,Almira Fidela Artha  S.S.  M.Hum,Coal Mill 103,Mon,4,8,10:50,14:10,4,theory,30
GS1EL02,Bahasa Inggris,E,Almira Fidela Artha  S.S.  M.Hum,G3.R1,Fri,6,10,12:30,15:50,4,theory,30
FE1EB02,Bahasa Inggris Bisnis,D,Almira Fidela Artha  S.S.  M.Hum,G3.R1,Wed,6,10,12:30,15:50,4,theory,30
FE1EB02,Bahasa Inggris Bisnis,D,Almira Fidela Artha  S.S.  M.Hum,Coal Mill 205,Wed,10,14,15:50,19:10,4,theory,30
FE1EB02,Bahasa Inggris Bisnis,D,Almira Fidela Artha  S.S.  M.Hum,Coal Mill 207,Tue,6,10,12:30,15:50,4,theory,30
FE1EB02,Bahasa Inggris Bisnis,D,Almira Fidela Artha  S.S.  M.Hum,Coal Mill 103,Fri,10,14,15:50,19:10,4,theory,30
GS1II02,Bahasa Indonesia,A,Kukuh Yudha Karnanta  S.S  M.A.,Coal Mill 101,Fri,10,14,15:50,19:10,4,theory,30
GS1II03,Bahasa Indonesia,B,Kukuh Yudha Karnanta  S.S  M.A.,G4.R1,Thu,0,4,07:30,10:50,4,theory,30
GS1II04,Bahasa Indonesia,C,Kukuh Yudha Karnanta  S.S  M.A.,Aula A,Tue,4,8,10:50,14:10,4,theory,30
GS1II05,Bahasa Indonesia,D,Suryadi Kusniawan S.Hum.  M.Hum,G3.R2,Thu,0,4,07:30,10:50,4,theory,30
GS1II06,Bahasa Indonesia,E,Suryadi Kusniawan S.Hum.  M.Hum,Coal Mill 204,Fri,10,14,15:50,19:10,4,theory,30
GS1II07,Bahasa Indonesia,F,Suryadi Kusniawan S.Hum.  M.Hum,Aula A,Tue,0,4,07:30,10:50,4,theory,30
GS1II08,Bahasa Indonesia,G,Adelia,Coal Mill 206,Wed,9,13,15:00,18:20,4,theory,30
GS1II09,Bahasa Indonesia,H,Adelia,Aula A,Fri,7,11,13:20,16:40,4,theory,30
GS1II10,Bahasa Indonesia,I,Adelia,G4.R3,Mon,10,14,15:50,19:10,4,theory,30
GS1CZ03,Pancasila dan Kewarganegaraan,B,Ikhsan Rosyid  S.S.  M.Hum,G3.R5,Tue,0,6,07:30,12:30,6,theory,30
GS1CZ03,Pancasila dan Kewarganegaraan,B,Ikhsan Rosyid  S.S.  M.Hum,G4.R2,Fri,4,10,10:50,15:50,6,theory,30
Tugas Pra Desain Pabrik,3 SKS saja,GEN-1,TBA,Coal Mill 204,Tue,12,14,17:30,19:10,2,theory,30